p1,c1,d1,p2,c2,d2,p0,a,d0,s,r,f,x1,x2,x3,x4
0.2379,3.7998,2.8541,0.286,39.9368,4.6414,0.0897,11.1663,1.835,95.9748,34.3682,34.2266,1,0,1,1
0.068,2.913,1.3233,0.0795,8.1755,0.9761,0.2464,7.5022,3.7764,75.2606,34.1953,38.3981,1,1,1,0
0.2506,14.3574,6.7264,0.1833,31.4658,4.4012,0.0783,9.0641,7.8237,83.9848,41.4232,3.7343,0,0,1,1
0.3408,2.4798,8.2888,0.1475,20.382,3.4186,0.1057,14.9377,6.8368,45.2297,40.4341,25.2783,1,1,0,0
0.2525,1.2777,4.9091,0.2031,12.9052,5.6627,0.1776,12.0496,0.8571,69.086,45.8404,36.8137,1,0,1,0
0.2191,2.7847,9.6901,0.2905,32.2533,4.4008,0.1538,11.6204,5.4839,42.2915,47.4214,29.1407,1,1,1,1
0.0929,3.077,5.1206,0.2531,20.5885,9.7529,0.2555,11.5619,5.0125,64.3173,9.3284,20.2474,0,0,0,1
0.0752,2.0782,0.9719,0.149,6.5821,2.68,0.2248,11.4437,6.5769,116.1326,22.6826,10.7584,1,1,0,0
0.3104,10.3665,0.9932,0.0363,17.5328,4.948,0.2414,6.6541,5.0014,57.9792,45.1701,22.2624,1,0,1,1
0.045,5.3569,2.3085,0.0621,31.6178,0.3771,0.137,5.5048,7.4225,110.9232,7.3695,31.6467,0,1,0,1
0.1103,2.1556,2.0206,0.1561,8.9029,5.0177,0.1573,7.0116,5.4415,35.3698,29.7902,9.6111,1,0,1,1
0.0711,2.3994,5.1556,0.3008,35.3083,1.765,0.0586,4.2815,7.7089,39.3714,2.3712,24.9245,0,0,0,1
0.0449,1.7122,6.8742,0.218,34.1432,4.662,0.3494,13.5232,4.341,118.613,21.0065,4.6799,0,0,1,1
0.1486,1.9648,1.5351,0.1951,16.2947,4.899,0.156,5.4494,6.0261,91.0414,5.3642,24.2471,1,0,0,0
0.0896,7.6698,3.8486,0.1697,16.0777,2.4227,0.2143,3.9707,4.4871,45.5937,2.6109,1.5544,0,0,0,1
0.1807,8.1381,0.334,0.1675,31.9477,2.3629,0.2235,13.6426,2.9167,108.0394,32.1299,13.9099,1,0,1,1
0.2995,7.3518,2.206,0.1164,21.7668,2.5729,0.2162,14.518,6.2102,38.2505,38.6028,26.9404,1,1,1,1
0.1661,14.596,4.5604,0.0958,29.0377,4.0194,0.0544,13.0013,0.5057,34.1832,38.2649,44.835,1,0,1,0
0.0607,7.3939,5.3337,0.0459,38.9924,3.7878,0.2778,11.0977,6.2306,71.9201,35.8354,11.9182,0,0,1,1
0.2726,2.7263,9.0108,0.2155,39.4454,3.9273,0.0712,3.56,6.4212,33.3751,9.464,14.4788,0,0,0,1
0.191,6.5337,7.3936,0.1351,22.4639,7.7101,0.1891,4.5014,3.8561,95.5501,21.6262,2.086,0,0,1,1
0.2501,3.3182,5.8144,0.1055,30.6184,1.3732,0.1985,12.1024,7.4559,100.3959,4.3131,17.6337,1,0,0,1
0.052,10.6037,4.2543,0.05,7.438,5.0797,0.2773,10.7437,2.9568,99.1489,44.3615,12.2194,0,0,1,1
0.1573,2.4538,9.7219,0.1648,14.5246,0.5396,0.0572,8.8838,5.9856,42.5365,39.3933,33.5841,0,1,1,0
0.1928,9.0894,4.0769,0.2089,23.9245,5.0003,0.1346,3.2687,5.675,65.5518,24.3217,11.2173,0,0,1,1
0.0755,4.3159,3.0033,0.3456,20.6574,2.5639,0.0433,6.6244,6.4037,117.2123,46.4932,4.9137,0,0,1,1
0.3306,5.3025,3.7169,0.098,27.9913,2.8726,0.2167,10.3144,3.39,33.4126,30.2339,32.3872,1,0,1,1
0.338,13.8081,6.1616,0.3167,15.976,9.9361,0.1756,4.1148,2.0742,86.9392,34.8966,29.5887,1,1,1,1
0.0201,14.3711,3.1257,0.2859,21.0234,2.1604,0.1735,4.7586,6.908,86.9917,28.8094,26.0274,0,1,0,1
0.3198,14.9837,8.6957,0.3286,10.3634,8.2432,0.1407,9.555,4.2838,75.4025,29.7208,24.3175,1,1,0,1
0.2489,8.8958,1.4445,0.1001,7.9179,2.6507,0.0348,4.1147,0.6328,72.1642,3.1827,43.7216,1,0,0,0
0.0591,13.2907,1.6549,0.2041,31.1457,2.4729,0.2058,9.8882,2.6534,51.7993,37.9904,30.4764,1,1,1,1
0.1234,2.6635,1.6447,0.1909,31.9329,6.7862,0.2869,12.7782,4.287,80.5304,31.3009,32.5709,1,0,1,1
0.2148,8.0785,8.6178,0.1386,17.7063,8.2254,0.2154,8.1222,1.175,101.1044,9.788,5.4432,0,0,1,1
0.052,10.1279,9.9767,0.0985,6.5226,2.8642,0.181,5.8914,0.8145,73.4781,48.1877,9.836,0,0,1,1
0.026,8.6624,7.0658,0.3435,17.9415,1.7887,0.2014,3.8728,4.5293,86.5796,49.3082,28.1173,0,1,1,0
0.146,5.2269,3.1505,0.145,10.8482,7.3295,0.1691,5.6815,7.0083,72.3394,46.2104,35.0231,1,0,1,0
0.2097,1.617,9.0744,0.1366,23.2086,7.5781,0.3141,2.1159,7.0791,57.0687,35.3253,7.1958,0,0,1,1
0.3498,2.2688,5.8197,0.0341,25.1496,9.5163,0.0992,11.7238,5.5731,57.8343,41.6074,38.7746,1,0,0,0
0.0296,13.2916,7.2674,0.1021,29.1549,5.9969,0.2455,7.1869,5.1814,49.7891,18.6675,8.971,0,0,1,1
0.0603,8.8731,5.9759,0.1251,9.7726,4.8217,0.283,5.473,4.4052,45.7191,25.8687,21.2257,0,0,1,0
0.0942,1.1453,6.6074,0.0676,6.6831,0.4786,0.0438,2.8926,1.9861,36.5457,10.9043,40.9782,0,1,0,0
0.3301,2.7669,2.1905,0.0745,5.2332,2.2418,0.3449,7.0243,6.9349,101.4679,17.6309,7.8245,1,1,0,1
0.1349,5.4466,2.3875,0.3397,10.569,4.2263,0.2024,6.2934,5.1412,88.9461,15.6563,38.4573,1,1,0,0
0.0507,10.6258,6.6099,0.3232,11.177,3.9085,0.1467,7.4806,5.3026,117.9678,36.7053,44.2025,0,1,1,0
0.0326,4.255,6.4669,0.3029,16.1335,5.5597,0.1189,11.6639,1.5475,118.7052,23.9453,24.0049,0,0,1,0
0.2904,8.8283,5.6259,0.1657,17.9205,1.2026,0.1639,11.9567,4.9102,85.7509,20.1649,44.3118,1,1,0,0
0.2878,14.5697,0.9242,0.0224,29.1363,1.9252,0.1304,2.3879,1.733,56.9541,36.1348,23.8213,1,0,1,1
0.1997,4.0554,5.2885,0.3395,30.2076,8.4885,0.2606,4.8017,4.1054,119.2495,6.0224,42.7262,1,0,0,0
0.0872,3.3739,0.5443,0.0757,11.5003,7.7152,0.1484,14.5821,1.2087,58.6598,5.8616,10.8821,1,0,1,1
0.1664,6.076,9.0879,0.1969,32.7076,8.2621,0.2488,5.2585,3.2954,53.7511,30.0403,35.9926,0,0,1,1
0.3233,4.4119,1.7094,0.2253,31.6682,9.5963,0.2099,9.1588,1.4939,31.4897,33.9894,8.9856,1,0,1,1
0.1796,4.4723,8.0564,0.2295,38.484,2.8034,0.1812,6.6673,1.5554,93.6764,42.0528,7.1899,0,0,1,1
0.1328,4.8548,7.4131,0.1219,26.7066,8.9309,0.202,11.4732,4.6749,50.7537,33.2434,44.4251,0,0,1,0
0.3015,14.6251,1.9339,0.2093,39.7992,7.2702,0.1316,13.3848,4.3906,44.758,11.2963,25.6815,1,0,0,1
0.2538,3.8969,8.5782,0.3,22.0312,4.7267,0.2222,2.5686,5.3071,110.0086,5.8017,30.8818,1,1,0,0
0.0658,7.8394,6.144,0.0683,8.089,3.939,0.1358,9.0226,5.5181,112.2972,9.3005,19.9219,0,0,0,0
0.122,12.8078,6.9038,0.2044,31.8254,5.5892,0.0781,3.1159,5.7505,76.6977,48.0353,37.6767,0,0,1,1
0.3245,3.9423,4.3067,0.2761,9.7394,4.0926,0.242,11.6074,7.0495,90.4249,23.1886,8.6606,1,1,0,1
0.1565,11.5904,6.5188,0.2241,36.6905,4.959,0.0373,4.2144,5.3176,48.6968,25.6143,5.4467,0,0,1,1
0.2405,10.5276,6.6667,0.0784,39.8029,3.959,0.3099,12.8168,1.9967,44.1405,14.2322,9.8212,0,0,1,1
0.0842,2.5696,7.1431,0.1354,37.729,8.1911,0.0818,14.1196,3.3546,119.9291,20.3784,19.7066,0,0,1,1
0.2452,11.8603,9.8895,0.3352,23.0342,7.0573,0.0674,14.7525,5.4604,47.8692,42.8456,26.498,1,1,0,1
0.0739,13.5089,7.452,0.1919,13.3347,4.8411,0.1987,14.732,2.4744,87.3469,11.6041,23.9455,0,1,1,1
0.2304,1.2515,3.9611,0.1224,39.7453,5.3639,0.3105,6.7731,6.5948,110.8068,39.9137,43.9092,1,0,1,0
0.3332,7.1671,4.8859,0.227,5.9186,1.4257,0.2619,2.4104,4.9934,45.2246,22.5823,16.2793,1,1,1,0
0.1831,9.8683,1.0083,0.1965,38.8838,7.0496,0.2329,4.1043,7.2553,110.6779,33.5315,38.4075,1,0,1,1
0.0455,8.7921,1.5133,0.071,36.8796,8.8413,0.1922,11.7328,6.0424,94.547,2.1721,14.0116,0,0,0,1
0.0422,13.9592,5.6472,0.2309,31.7001,8.3346,0.2118,6.5725,0.8239,79.8771,34.4747,11.5343,0,0,1,1
0.1967,2.7304,3.9827,0.1241,35.0233,5.8875,0.1075,10.561,1.0518,104.3396,24.24,40.8039,1,0,1,0
0.1412,13.3864,3.3842,0.0783,34.4394,7.6456,0.3164,6.5646,1.8072,84.1196,33.2239,31.006,1,0,1,1
0.105,9.2316,0.8255,0.189,26.8484,3.0052,0.2588,10.8624,1.3638,42.7888,42.8578,8.6775,1,0,1,1
0.2986,14.0903,6.5554,0.0368,15.24,0.6564,0.1314,8.8974,1.9958,70.1287,3.0293,9.857,0,0,0,1
0.3214,13.5282,2.9647,0.1556,32.6928,7.1315,0.229,12.752,2.5175,115.2163,32.6162,43.9798,1,0,1,1
0.0518,14.609,4.2427,0.3262,36.9814,0.4383,0.2301,11.0846,6.6426,49.2655,10.4411,43.7957,0,1,0,1
0.228,10.0195,7.2634,0.2007,35.0157,5.683,0.2078,11.6648,5.3655,35.1832,38.8526,7.7733,0,0,1,1
0.3016,4.0747,2.4535,0.0787,27.521,0.9149,0.0368,13.016,1.7086,53.7779,29.2016,3.5811,1,0,1,1
0.2537,8.6819,6.3545,0.2111,33.3576,0.9166,0.0906,8.9944,6.0153,102.1112,18.5486,36.8648,1,1,0,1
0.0365,8.5987,0.8041,0.3072,28.1458,7.0965,0.195,8.8092,5.1366,104.6191,6.8451,22.2748,1,0,0,1
0.1615,1.5355,6.517,0.3248,25.8065,8.6761,0.0928,7.7331,1.4548,56.6914,35.4045,34.3882,0,0,1,0
0.1486,14.8216,2.7464,0.2123,13.9959,6.1472,0.2379,4.7765,5.1779,94.3174,45.7317,14.4295,0,0,1,1
0.09,9.0525,9.8993,0.2723,27.4619,6.3267,0.2778,4.6035,0.7705,91.6709,26.7699,29.0919,0,0,1,1
0.0285,6.7409,8.1152,0.1597,39.7355,4.1662,0.317,14.1375,7.6432,97.3951,14.7898,19.209,0,0,0,1
0.2909,3.7566,8.4912,0.0926,36.5456,3.2137,0.119,5.5324,1.7621,99.8801,19.2039,24.8293,0,0,1,1
0.282,2.2377,9.7586,0.1407,24.8189,3.3499,0.1228,5.0782,7.7039,92.7565,9.1751,44.3366,1,1,0,0
0.3364,7.4612,1.3909,0.2636,18.4887,5.5637,0.2537,6.7258,6.6943,106.7697,4.4276,33.5083,1,1,0,0
0.1863,3.9307,2.6934,0.0264,8.0089,9.7467,0.1362,11.0729,5.1844,86.5874,14.1196,26.5827,1,0,0,0
0.3361,14.8277,4.5626,0.307,14.4634,8.0222,0.1199,2.1537,3.5054,30.0119,6.7155,34.8963,1,1,0,0
0.2024,6.1827,1.8377,0.1946,31.094,2.1085,0.1272,11.7774,0.8006,37.6094,42.8949,34.8173,1,1,1,1
0.3102,9.8132,0.836,0.3215,11.3318,8.5916,0.3352,12.5794,0.9391,62.574,46.0313,36.5671,1,1,1,0
0.0809,7.1253,3.3684,0.3133,23.2261,4.1098,0.1014,4.5988,7.3402,60.0543,28.09,39.8398,1,1,0,0
0.3438,3.9356,9.1924,0.2289,22.2552,2.7819,0.1821,7.584,6.9838,36.8016,12.968,10.1698,1,1,0,1
0.219,4.4533,1.1282,0.3465,32.5975,8.0841,0.1379,14.9559,2.0282,35.7213,11.8862,30.9713,1,0,1,1
0.0313,4.9468,8.6967,0.2873,20.7745,4.5012,0.2441,13.9535,5.7906,53.0498,8.3094,36.5866,0,1,0,0
0.0987,13.4892,1.2058,0.1109,11.4185,4.1187,0.1058,10.1903,7.4354,51.3933,21.5075,11.1979,1,0,0,1
0.102,9.5289,9.1446,0.1384,10.9773,9.7733,0.0559,14.9649,2.2023,78.6168,48.604,8.6052,0,0,1,1
0.2603,6.3716,2.8634,0.0924,33.1586,4.361,0.3466,4.73,4.9653,70.2768,10.035,8.0016,1,0,0,1
0.3246,7.1432,7.1198,0.2221,34.4377,8.2256,0.3271,14.8607,3.3865,32.5005,26.1319,19.522,1,0,1,1
0.3393,10.3478,5.7569,0.1193,6.361,3.8721,0.2378,8.1767,3.3479,105.0665,3.8595,24.6435,1,1,0,0
0.2053,10.8167,4.9177,0.2086,20.2124,0.3432,0.1859,11.9424,6.3441,48.3572,14.2199,4.8034,1,1,0,1
0.2674,1.1331,9.9051,0.1247,32.6381,7.8905,0.1214,6.0073,1.2223,72.6607,8.3702,17.9612,0,0,1,1
0.3345,12.9598,2.8247,0.1775,37.9285,8.3191,0.1896,4.1139,2.0563,64.03,21.0475,16.2487,1,0,1,1
0.1317,5.5356,6.8852,0.2108,31.6275,5.7396,0.312,3.1812,4.3723,48.5273,14.3165,30.6335,0,0,1,1
0.1913,4.6888,3.5764,0.0566,27.5209,6.4342,0.2693,14.6544,4.3642,39.783,35.1949,43.1158,1,0,1,0
0.0369,5.6819,9.7978,0.0353,5.5212,8.1179,0.2605,14.4609,5.7788,82.1706,26.6907,28.6345,0,0,1,0
0.3485,2.2557,4.0587,0.2671,22.6869,8.2211,0.1515,11.4313,6.5785,106.6993,33.0225,19.4006,1,0,1,1
0.1627,3.3809,4.1367,0.0343,22.8937,6.9938,0.1597,14.6367,6.5554,59.3936,15.4072,5.3854,1,0,0,1
0.2586,1.4782,0.5588,0.2563,19.633,3.0121,0.1996,3.449,3.9317,91.8613,6.6203,40.9371,1,1,0,0
0.172,3.583,2.064,0.3461,12.2218,5.4145,0.0836,13.6058,2.3553,80.9017,42.0248,33.1204,1,1,1,0
0.0403,2.4016,0.8965,0.2382,19.0587,2.5357,0.3098,8.2683,5.4812,46.5379,15.834,11.5133,1,0,1,1
0.0798,3.8694,1.0263,0.2881,26.6806,9.6349,0.3404,7.0556,5.4223,94.5856,2.1805,17.4258,1,0,0,1
0.3164,2.168,3.8695,0.057,7.6671,2.8101,0.2439,4.5599,2.796,58.6843,9.0263,2.956,0,0,1,1
0.183,11.8153,2.4842,0.3004,16.8117,5.5289,0.2522,11.297,1.5701,110.5797,29.817,43.2841,1,1,1,0
0.147,2.4644,8.5159,0.2397,28.0994,8.8573,0.1372,7.2186,1.8085,85.5476,25.2431,36.1153,0,0,1,0
0.0593,10.2236,3.3177,0.3144,21.0368,4.8953,0.2154,8.6094,3.1308,80.5621,37.2165,21.8413,0,0,1,1
0.2072,2.2044,5.1103,0.0355,12.1911,6.4714,0.2139,13.446,2.2549,51.9621,15.5563,28.5505,1,0,1,0
0.3182,3.1781,7.6796,0.1602,8.8408,5.9312,0.1368,12.2959,3.3768,30.9513,48.8343,22.1621,1,0,1,0
0.3334,13.3085,8.3895,0.1408,20.5122,3.5146,0.2897,3.5989,7.7601,100.491,24.6973,24.9254,1,1,0,1
0.063,3.1017,6.2149,0.2842,38.2477,0.3281,0.1489,3.032,1.806,81.5686,40.8309,5.9957,0,0,1,1
0.0307,5.5971,9.6623,0.0661,35.3203,8.8761,0.1158,8.8944,0.7486,82.4002,41.1009,37.1708,0,0,1,1
0.2847,4.8094,2.7449,0.1443,26.0012,2.2952,0.1611,7.2248,6.0194,92.321,13.1848,21.8157,1,1,0,1
0.2514,12.6001,6.2645,0.0822,29.1559,5.5515,0.0319,3.3865,1.5211,62.5662,11.8522,1.6748,0,0,1,1
0.1524,7.7631,5.9708,0.335,20.3078,7.1907,0.0605,6.1334,0.6938,76.5984,24.0712,12.9087,0,0,1,1
0.3283,6.3774,8.3218,0.3348,10.3861,4.1578,0.2749,14.455,6.6106,111.9364,5.7099,16.3061,1,1,0,1
0.2609,12.11,2.6476,0.2134,13.0766,5.8444,0.0637,12.2972,7.7737,44.9471,22.4377,15.7612,1,1,0,1
0.1585,2.8585,9.1315,0.148,22.9698,3.8368,0.263,14.8485,6.8316,49.2769,6.7754,13.4142,0,0,0,1
0.3499,5.5805,2.653,0.218,12.0199,8.8572,0.0321,11.7923,2.3699,99.9292,37.8231,10.6818,1,0,1,1
0.1027,11.3925,0.8329,0.1379,30.4268,2.4622,0.3292,9.5912,6.7774,83.756,5.4239,41.2864,1,1,0,1
0.1287,8.7361,0.7594,0.2738,8.0007,5.922,0.2493,4.3359,5.5465,62.8057,42.6626,34.7317,1,0,1,0
0.2885,2.6015,1.0633,0.2262,22.5318,8.4017,0.2094,2.4124,4.3049,42.3799,12.0839,21.3351,1,0,1,1
0.0784,10.5344,6.1532,0.1957,36.465,4.59,0.2597,6.2496,7.0847,103.9926,10.6239,25.8374,0,0,0,1
0.1707,7.4494,6.0418,0.024,31.61,2.7155,0.0757,5.2654,6.6809,49.4145,43.0469,40.807,1,0,0,0
0.1325,11.7851,9.6774,0.2539,24.4576,8.7907,0.0887,6.5652,0.8716,99.9734,33.3005,28.5074,0,0,1,1
0.1675,4.7134,8.4414,0.0368,20.3005,3.3063,0.2423,5.762,6.1182,63.1138,9.6608,9.2417,0,0,0,1
0.1271,1.173,5.109,0.2042,5.3492,6.8448,0.2603,8.335,3.4657,38.3486,33.4037,3.7096,0,0,1,1
0.0445,9.6375,6.0221,0.2452,29.6342,2.9704,0.2382,2.2307,5.2171,92.8354,8.9725,18.4797,0,0,0,1
0.0351,1.9997,1.0459,0.1631,8.8973,1.7867,0.3289,10.6188,3.6094,74.067,36.2322,10.4899,0,1,1,1
0.1934,12.2935,2.49,0.2064,36.8402,7.6486,0.0756,11.7542,3.1235,76.0771,24.3931,13.9569,1,0,1,1
0.1241,9.6461,2.0918,0.2877,17.9134,1.4797,0.0316,8.0198,2.3117,79.4205,37.3878,34.3943,1,1,0,0
0.0795,6.7974,9.6123,0.2907,24.8641,3.3042,0.1754,12.1938,5.3049,70.4216,49.365,16.4815,0,0,1,1
0.2791,1.7467,1.7001,0.3181,20.5452,8.348,0.2694,6.6535,2.0137,40.5747,31.5718,8.264,1,0,1,1
0.2828,8.028,4.1405,0.1571,28.7804,4.7706,0.325,9.3612,4.1509,93.0111,26.0042,8.5566,0,0,1,1
0.1884,7.5649,3.392,0.1062,33.6646,8.8275,0.0484,14.9362,2.9249,95.99,30.1568,9.5476,1,0,1,1
0.325,3.7851,1.8566,0.0928,10.8039,3.561,0.0205,4.7503,5.708,39.745,33.9145,21.6131,1,1,0,0
0.0345,11.0482,4.1682,0.1371,30.7426,9.2074,0.2707,14.4002,1.8476,86.9787,3.2429,8.376,0,0,0,1
0.3492,13.7489,1.0577,0.1083,30.0804,5.538,0.0493,10.5626,1.4209,42.2166,48.5641,9.4716,1,0,1,1
0.3479,7.1035,9.2713,0.1476,29.2577,5.1527,0.3327,14.6171,2.9834,111.0301,2.6424,20.1874,1,0,0,1
0.3062,1.6417,8.1391,0.1532,35.4836,2.5218,0.0486,3.2553,4.6109,70.5818,45.9871,5.4486,0,0,1,1
0.2587,6.4561,5.6196,0.2091,14.8719,2.666,0.0878,7.1501,7.4904,48.9646,26.1747,11.7214,1,1,0,1
0.1809,7.7122,8.9096,0.1413,12.8335,5.5501,0.1537,13.5799,4.511,111.4983,36.0941,6.409,0,0,1,1
0.2432,10.3055,1.9946,0.0614,5.9028,9.6726,0.0452,11.3599,7.5988,93.0314,26.0677,19.5841,1,0,0,0
0.2178,13.8969,5.7888,0.1291,15.1394,1.7852,0.252,5.2329,2.279,34.8479,20.5567,14.2278,0,0,1,1
0.1484,10.7934,0.4487,0.0589,6.8227,9.4601,0.1768,14.3012,5.9253,47.9275,23.649,37.7631,1,0,0,0
0.2468,3.6091,5.8121,0.3484,24.2417,1.6216,0.0331,9.7728,5.4206,76.2994,23.0286,17.1761,1,1,0,1
0.0717,2.8229,1.2505,0.0647,16.1079,1.5542,0.111,8.5165,3.6127,74.2293,25.0518,4.4251,0,0,1,1
0.0707,5.634,8.2797,0.2637,34.6035,5.1751,0.1713,8.6579,2.4099,82.9724,25.5668,43.9891,0,0,1,0
0.3087,4.7525,9.2369,0.1462,33.4061,1.5031,0.1031,12.2574,2.2122,47.7849,16.2758,4.2188,0,0,1,1
0.1766,8.3316,8.1455,0.2002,31.3831,9.4861,0.3273,3.731,7.9719,66.5171,41.893,34.4661,0,0,1,1
0.283,5.5609,9.198,0.2281,8.734,9.6572,0.038,9.7924,7.2399,62.8465,37.9779,26.1782,1,1,0,0
0.165,7.2188,3.4064,0.212,6.6174,1.7805,0.2458,2.2523,5.7456,92.5517,34.5308,18.943,0,1,1,0
0.2215,2.5812,4.0349,0.0965,6.4752,4.1936,0.1618,7.9064,3.6989,92.5693,33.3617,23.8755,0,0,1,0
0.2227,10.6816,6.2027,0.0601,9.9389,3.5196,0.0942,14.7946,0.9558,82.9996,21.7756,4.3027,0,0,1,1
0.0738,11.4602,6.8663,0.2169,19.3427,4.1074,0.134,9.0657,0.822,94.5899,40.603,4.7977,0,0,1,1
0.2582,5.9717,4.9762,0.2227,13.0269,8.5957,0.0434,2.8988,7.0901,41.2294,19.5578,15.5379,1,0,0,1
0.1953,14.9534,4.0899,0.0548,22.6487,6.1385,0.2164,9.5707,6.6023,71.8279,26.1973,38.7994,1,0,1,0
0.1315,9.6043,5.6091,0.2119,32.5977,3.2543,0.1748,2.0635,3.3692,60.2991,25.5556,6.68,0,0,1,1
0.1811,13.0766,8.433,0.0364,36.8588,7.0005,0.261,6.8384,7.2282,88.3224,40.7118,22.7496,0,0,1,1
0.1537,4.8875,2.5428,0.121,39.945,3.7708,0.1761,6.3169,1.5868,81.1835,35.7015,22.0134,1,0,1,1
0.1,12.4208,6.0922,0.2005,14.5429,5.8122,0.1637,5.6277,6.9426,100.9038,49.0958,15.2636,0,0,1,1
0.1345,13.2388,6.0703,0.3354,19.1831,9.7942,0.2141,7.1494,7.882,48.3744,11.9188,32.5728,1,1,0,0
0.0694,10.4314,0.9735,0.1801,27.1614,1.7067,0.0286,6.1843,7.1891,77.0534,3.6917,44.3544,1,1,0,0
0.3485,14.9994,8.3596,0.2024,23.9077,2.1161,0.1849,9.3272,2.6906,117.6185,28.9208,13.2077,0,0,1,1
0.2654,6.1872,4.9715,0.2001,35.3244,7.4597,0.269,14.4273,6.4519,102.5548,4.9742,25.9954,1,0,0,1
0.0442,13.6208,5.0812,0.0618,32.8738,8.784,0.0663,2.3468,3.7269,93.6807,5.4274,35.8211,0,0,0,1
0.2561,12.5445,1.9753,0.1243,22.8835,7.7713,0.2243,8.2602,7.197,73.809,29.4061,23.4606,1,0,1,1
0.1862,14.4583,1.9188,0.0341,23.3441,5.4523,0.1706,3.5874,7.1384,54.2115,47.2829,3.3126,0,0,1,1
0.2818,12.3972,6.4848,0.0215,5.4455,3.58,0.1955,3.4113,6.9883,38.0912,3.5263,6.1758,0,0,0,1
0.0815,6.2806,0.9738,0.2207,37.9688,1.0622,0.1537,7.5874,3.8017,65.6695,26.387,26.4099,1,0,1,1
0.2132,7.0956,6.5593,0.2065,32.9102,6.3543,0.2347,8.4267,3.5401,30.9164,11.1624,12.0501,0,0,1,1
0.0599,4.0111,9.2345,0.0997,30.8141,9.7729,0.0707,8.213,5.5395,79.063,21.2654,5.4304,0,0,0,1
0.1411,9.8178,3.6845,0.3299,22.4995,9.4293,0.2774,3.5034,3.478,60.5174,28.259,25.6567,0,0,1,1
0.2767,12.5131,8.176,0.3342,6.9205,3.5169,0.2304,14.215,7.2788,39.4634,28.1183,39.061,1,1,0,0
0.0389,13.3138,9.1311,0.2535,6.4192,1.1159,0.2899,7.1292,1.3248,62.86,34.0201,30.5507,0,1,1,0
0.1754,12.3876,6.9102,0.212,7.0493,7.2219,0.137,13.5788,2.3666,95.1985,31.1655,35.0039,0,0,1,0
0.0565,14.0836,2.8555,0.2092,23.1186,2.578,0.3086,5.0177,4.4362,90.0292,9.4593,42.7564,0,1,0,0
0.1087,12.3207,6.1045,0.2297,31.8271,3.3003,0.3487,6.6114,3.915,45.4793,43.8575,42.1579,0,1,1,1
0.2749,13.9983,9.8532,0.0755,14.1173,4.6575,0.149,12.231,7.4903,30.3769,2.5258,37.494,0,0,0,0
0.2142,9.0302,7.7906,0.1524,5.2761,8.901,0.1331,4.1929,5.9574,108.8582,27.4522,21.8835,0,0,1,0
0.2971,7.1309,2.7948,0.0326,6.0909,0.5175,0.2484,2.339,4.9912,95.489,24.4779,11.165,1,1,1,1
0.071,1.1833,1.83,0.266,30.7893,4.5926,0.2053,13.6325,0.883,54.2488,3.1793,29.0452,1,0,1,1
0.3453,7.6823,5.3748,0.3294,29.5192,7.7061,0.0645,4.4288,2.7511,41.4669,13.934,7.8297,0,0,1,1
0.0701,4.7337,0.9792,0.3376,28.196,3.2783,0.2209,14.567,3.0966,117.3512,15.9351,24.7315,1,1,1,1
0.2203,9.252,7.7678,0.3421,36.2254,6.0314,0.1319,5.0969,2.589,57.2117,42.8215,6.5784,0,0,1,1
0.186,7.5827,6.2509,0.1404,17.448,6.063,0.3444,5.5465,6.0134,119.2531,3.3651,17.4266,0,0,0,1
0.2322,6.6411,5.9436,0.0901,5.1407,9.8192,0.0275,3.4736,7.6345,36.5508,34.8719,37.8795,1,0,0,0
0.238,14.8594,1.1111,0.185,22.8259,6.1646,0.2578,14.8721,6.1754,77.4579,28.2972,10.7126,1,0,1,1
0.308,12.5339,3.6735,0.1756,29.5777,2.8858,0.1543,11.3344,5.6425,108.4304,42.0171,33.582,1,1,1,1
0.1628,10.318,2.405,0.3207,13.2453,1.5797,0.3001,2.8584,6.7373,64.1454,9.9341,21.7192,1,1,0,1
0.266,2.5977,7.698,0.0841,31.7857,6.4881,0.213,7.0598,6.6774,107.5313,35.1002,36.0049,1,0,1,0
0.3127,8.5479,9.752,0.2698,27.0563,5.4276,0.2283,9.0031,5.6695,54.8685,9.9525,37.1002,1,1,0,0
0.1279,1.5055,1.4837,0.177,31.1401,4.4129,0.1753,13.6933,1.5289,79.3246,14.2933,10.7083,1,0,1,1
0.1463,5.5282,2.9499,0.3493,39.9648,8.1793,0.2338,5.5462,1.8552,43.0379,47.3306,10.7072,0,0,1,1
0.0872,9.7107,3.5821,0.1805,13.6606,1.8661,0.2299,11.0926,0.9933,76.3579,15.5316,11.0443,0,0,1,1
0.2859,3.9913,7.834,0.1206,23.191,5.4647,0.1804,7.6319,7.47,66.3899,4.2257,3.6638,0,0,0,1
0.2293,3.5245,6.9661,0.3461,31.908,2.306,0.0503,9.3551,6.6975,116.777,34.2561,10.4647,1,1,0,1
0.1969,2.5169,1.3051,0.063,23.4354,4.3223,0.1974,10.1667,2.1802,76.2996,44.4081,18.4454,1,0,1,1
0.289,6.5762,5.8757,0.0643,22.2215,2.3434,0.0336,3.6739,4.4473,55.5466,20.1148,36.5258,1,1,0,0
0.2068,3.3841,5.9987,0.206,6.0274,1.8071,0.1233,3.9709,6.9877,109.4285,8.1513,28.1257,0,1,0,0
